"line_code","env_code","DTA","DTS","PH","EH","grain_moisture","yield_bu_ac"
"M0033/LH195","DEH1_14",68.3868535586244,70.1428245248544,226.239160139834,111.165201388446,21.3151075014911,207.207871922664
"M0035/LH185","DEH1_14",62.4277605166196,64.0523157300787,212.54941563515,104.86348872978,20.0475063606484,154.014553568179
"M0039/LH185","DEH1_14",62.9588632499333,64.6866794452852,203.318162602249,102.493273328679,20.4366982933571,175.611170769369
"M0039/LH195","DEH1_14",67.3868535586244,69.1428245248544,228.239160139834,119.165201388446,18.7151075014911,201.997562072664
"M0041/LH185","DEH1_14",61.8966577833059,65.4179520148721,231.780668668051,98.2337041308812,20.6583144279397,250.669486666989
"M0042/LH185","DEH1_14",63.8966577833059,65.4179520148721,210.780668668051,102.233704130881,18.2583144279397,185.523839066989
"M0045/LH185","DEH1_14",62.4277605166196,64.0523157300787,222.54941563515,120.86348872978,19.4475063606484,258.313997668179
"M0051/LH185","DEH1_14",62.4277605166196,63.0523157300787,205.04941563515,104.36348872978,18.1475063606484,178.296717718179
"M0052/LH185","DEH1_14",63.4277605166196,65.0523157300787,195.54941563515,87.3634887297803,19.1975063606484,172.669955668179
"M0057/LH195","DEH1_14",69.8868535586244,70.1428245248544,222.739160139834,109.165201388446,20.3651075014911,206.828312922664
"M0058/LH185","DEH1_14",63.4277605166196,63.0523157300787,241.54941563515,128.36348872978,20.4475063606484,203.704485018179
"M0058/LH195","DEH1_14",63.8868535586244,67.6428245248544,209.239160139834,102.665201388446,20.2151075014911,174.749190372664
"M0066/LH195","DEH1_14",66.8868535586244,70.1428245248544,227.739160139834,119.165201388446,20.7651075014911,210.248821172664
"M0075/LH185","DEH1_14",62.4277605166196,63.0523157300787,201.04941563515,100.86348872978,17.9975063606484,176.823971568179
"M0076/LH185","DEH1_14",63.4277605166196,65.0523157300787,217.54941563515,111.86348872978,20.0975063606484,209.622572668179
